disease_area,disease,phase,outcome_normalized,outcome_trial_count,phase_trial_count,percentage,outcome_position
Respiratory disease,Severe Asthma,Phase 4,ACQ SCORE,1,3,33.3333,9
Respiratory disease,Severe Asthma,Phase 4,CHANGE IN AVERAGE 10 METER TIME WALKING TEST,1,3,33.3333,18
Respiratory disease,Severe Asthma,Phase 4,CHANGE IN AVERAGE ASHWORTH SCALE,1,3,33.3333,19
Respiratory disease,Severe Asthma,Phase 4,CHANGE IN EQ-5D-3L SCORE,1,3,33.3333,20
Respiratory disease,Severe Asthma,Phase 4,CHANGE IN FIM SCORE,1,3,33.3333,21
Respiratory disease,Severe Asthma,Phase 4,CHANGE IN HAM-D SCORE,1,3,33.3333,22
Disorder of immune function,Severe Combined Immunodeficiency,Phase 1,NUMBER OF ADVERSE EVENTS,1,1,100.0000,19
Disorder of immune function,Severe Combined Immunodeficiency,Phase 1,PLASMA DRUG CONCENTRATION,1,1,100.0000,20
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,OVERALL SURVIVAL,3,17,17.6471,3
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,AUCTAU OF ELTROMBOPAG,2,17,11.7647,4
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,CHANGE FROM BASELINE IN CD4+ CELL COUNT,2,17,11.7647,0
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,17,11.7647,5
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,1-YEAR SURVIVAL RATE,1,17,5.8824,9
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,AUC FOR PLASMA TOTAL IGG,1,17,5.8824,12
Disorder of immune function,Severe Combined Immunodeficiency,Phase 2,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,1,17,5.8824,13
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,PERCENTAGE OF PARTICIPANTS WITH HIV-1 RNA < 50 COPIES/ML,5,9,55.5556,1
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,CHANGE FROM BASELINE IN CD4+ CELL COUNT,3,9,33.3333,0
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,CHANGE IN CD4 COUNT,2,9,22.2222,2
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2,9,22.2222,6
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2,9,22.2222,7
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,VIRAL SUPPRESSION RATE,2,9,22.2222,8
Disorder of immune function,Severe Combined Immunodeficiency,Phase 3,AUCTAU,1,9,11.1111,14
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,ACTIVATED AND REGULATORY T-CELL FREQUENCIES,1,3,33.3333,10
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,ACTIVATION AND PROLIFERATION OF CD4+ AND CD8+ T-CELL FREQUENCIES,1,3,33.3333,11
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,CD4+ T-CELL FREQUENCY,1,3,33.3333,15
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,CHANGE IN CD4 COUNT,1,3,33.3333,2
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,CHANGE IN CD4+ T-CELL APOPTOSIS,1,3,33.3333,16
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,GEOMETRIC MEAN CONCENTRATION,1,3,33.3333,17
Disorder of immune function,Severe Combined Immunodeficiency,Phase 4,GEOMETRIC MEAN CONCENTRATION FOR ANTI-RUBELLA VIRUS IGG,1,3,33.3333,18
Infection,Sexually Transmitted Infections,Phase 1,MAXIMUM PLASMA CONCENTRATION,2,7,28.5714,5
Infection,Sexually Transmitted Infections,Phase 1,SEROCONVERSION RATE,2,7,28.5714,9
Infection,Sexually Transmitted Infections,Phase 1,TIME TO MAXIMUM CONCENTRATION,2,7,28.5714,10
Infection,Sexually Transmitted Infections,Phase 1,ABSTINENCE AT THREE-MONTH FOLLOW-UP,1,7,14.2857,12
Infection,Sexually Transmitted Infections,Phase 1,APPARENT ORAL CLEARANCE,1,7,14.2857,20
Infection,Sexually Transmitted Infections,Phase 1,APPARENT TERMINAL HALF-LIFE OF TEDIZOLID PHOSPHATE,1,7,14.2857,21
Infection,Sexually Transmitted Infections,Phase 1,APPARENT VOLUME OF DISTRIBUTION,1,7,14.2857,22
Infection,Sexually Transmitted Infections,Phase 2,30-DAY ALL-CAUSE MORTALITY,1,14,7.1429,11
Infection,Sexually Transmitted Infections,Phase 2,ANTI-NA-GST-1 IGG ANTIBODY RESPONSE,1,14,7.1429,13
Infection,Sexually Transmitted Infections,Phase 2,ANTI-VP1 GI.1 BLOCKING ANTIBODIES TITER,1,14,7.1429,14
Infection,Sexually Transmitted Infections,Phase 2,ANTI-VP1 GI.1 IGA LEVELS,1,14,7.1429,15
Infection,Sexually Transmitted Infections,Phase 2,ANTI-VP1 GI.1 IGG LEVELS,1,14,7.1429,16
Infection,Sexually Transmitted Infections,Phase 2,ANTI-VP1 GII.4 BT50 TITER,1,14,7.1429,17
Infection,Sexually Transmitted Infections,Phase 2,ANTI-VP1 GII.4 IGA LEVELS,1,14,7.1429,18
Infection,Sexually Transmitted Infections,Phase 3,CLINICAL CURE RATE,3,18,16.6667,0
Infection,Sexually Transmitted Infections,Phase 3,COMPLETE RESOLUTION OF SYMPTOMS,3,18,16.6667,1
Infection,Sexually Transmitted Infections,Phase 3,MICROBIOLOGICAL ERADICATION,3,18,16.6667,2
Infection,Sexually Transmitted Infections,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,3,18,16.6667,3
Infection,Sexually Transmitted Infections,Phase 3,CURE RATE,2,18,11.1111,4
Infection,Sexually Transmitted Infections,Phase 3,MICROBIOLOGICAL CURE,2,18,11.1111,6
Infection,Sexually Transmitted Infections,Phase 3,MICROBIOLOGICAL CURE RATE,2,18,11.1111,7
Infection,Sexually Transmitted Infections,Phase 4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,15,13.3333,8
Infection,Sexually Transmitted Infections,Phase 4,ANTIMICROBIAL SUSCEPTIBILITY PROFILE,1,15,6.6667,19
Infection,Sexually Transmitted Infections,Phase 4,BASELINE DEMOGRAPHICS - AGE,1,15,6.6667,23
Infection,Sexually Transmitted Infections,Phase 4,CATEGORICAL DESCRIPTIVE STATISTICS OF BASELINE DEMOGRAPHICS,1,15,6.6667,24
Infection,Sexually Transmitted Infections,Phase 4,CATEGORICAL DESCRIPTIVE STATISTICS OF SEXUAL HISTORY,1,15,6.6667,25
Infection,Sexually Transmitted Infections,Phase 4,CATEGORICAL DESCRIPTIVE STATISTICS OF SOCIO-EPIDEMIOLOGIC CHARACTERISTICS,1,15,6.6667,26
Infection,Sexually Transmitted Infections,Phase 4,CHANGE FROM BASELINE IN NUGENT SCORE,1,15,6.6667,27
Cardiovascular disease,Shock,Phase 1,30-DAY MORTALITY,1,4,25.0000,14
Cardiovascular disease,Shock,Phase 1,ACCEPTABILITY OF ENROLLMENT,1,4,25.0000,16
Cardiovascular disease,Shock,Phase 1,"ADVERSE EVENTS: HYPERLACTATEMIA, HYPERKALEMIA, HYPERCALCEMIA, HYPERNATREMIA, HYPONATREMIA, HYPERCHLOREMIA, THERAPY FOR BRAIN HERNIATION",1,4,25.0000,17
Cardiovascular disease,Shock,Phase 1,BOOSTERABILITY OF BIOMED RTSST-1 VARIANT VACCINE,1,4,25.0000,19
Cardiovascular disease,Shock,Phase 1,CEREBRAL PERFORMANCE CATEGORIES,1,4,25.0000,21
Cardiovascular disease,Shock,Phase 1,COMPLIANCE WITH STUDY FLUID ADMINISTRATION,1,4,25.0000,24
Cardiovascular disease,Shock,Phase 1,ENROLLMENT OF ELIGIBLE PATIENTS,1,4,25.0000,25
Cardiovascular disease,Shock,Phase 2,ALL-CAUSE MORTALITY,2,13,15.3846,1
Cardiovascular disease,Shock,Phase 2,CHANGE IN HEART RATE,2,13,15.3846,2
Cardiovascular disease,Shock,Phase 2,MEDIAN HEART RATE,2,13,15.3846,5
Cardiovascular disease,Shock,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2,13,15.3846,6
Cardiovascular disease,Shock,Phase 2,STEADY-STATE CONCENTRATION,2,13,15.3846,7
Cardiovascular disease,Shock,Phase 2,SYSTEMIC CLEARANCE,2,13,15.3846,8
Cardiovascular disease,Shock,Phase 2,TIME TO MAXIMUM CONCENTRATION,2,13,15.3846,9
Cardiovascular disease,Shock,Phase 3,28-DAY MORTALITY,2,7,28.5714,0
Cardiovascular disease,Shock,Phase 3,HOSPITAL LENGTH OF STAY,2,7,28.5714,3
Cardiovascular disease,Shock,Phase 3,ICU LENGTH OF STAY,2,7,28.5714,4
Cardiovascular disease,Shock,Phase 3,1-9 UNITS PRBC AND 6-HOUR MORTALITY,1,7,14.2857,10
Cardiovascular disease,Shock,Phase 3,24 HOUR MORTALITY,1,7,14.2857,11
Cardiovascular disease,Shock,Phase 3,28 DAY ALL CAUSE MORTALITY,1,7,14.2857,12
Cardiovascular disease,Shock,Phase 3,28 DAY ALL-CAUSE MORTALITY,1,7,14.2857,13
Cardiovascular disease,Shock,Phase 4,28-DAY MORTALITY,1,9,11.1111,0
Cardiovascular disease,Shock,Phase 4,90-DAY MORTALITY,1,9,11.1111,15
Cardiovascular disease,Shock,Phase 4,ALL-CAUSE MORTALITY,1,9,11.1111,1
Cardiovascular disease,Shock,Phase 4,AMOUNT OF TIME NON-STUDY VASOPRESSORS USED,1,9,11.1111,18
Cardiovascular disease,Shock,Phase 4,CAUSE OF DEATH,1,9,11.1111,20
Cardiovascular disease,Shock,Phase 4,CHANGE IN CREATININE KINASE,1,9,11.1111,22
Cardiovascular disease,Shock,Phase 4,CHANGE IN MOCA SCORE,1,9,11.1111,23
Disorder of digestive system,Short Bowel Syndrome,Phase 1,SEROCONVERSION RATE,3,13,23.0769,11
Disorder of digestive system,Short Bowel Syndrome,Phase 1,GEOMETRIC MEAN TITER OF IGA ANTIBODIES,2,13,15.3846,15
Disorder of digestive system,Short Bowel Syndrome,Phase 1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,13,15.3846,2
Disorder of digestive system,Short Bowel Syndrome,Phase 1,NUMBER OF PARTICIPANTS WITH SOLICITED ADVERSE EVENTS,2,13,15.3846,18
Disorder of digestive system,Short Bowel Syndrome,Phase 1,NUMBER OF PARTICIPANTS WITH UNSOLICITED ADVERSE EVENTS,2,13,15.3846,19
Disorder of digestive system,Short Bowel Syndrome,Phase 1,PARTICIPANT SATISFACTION,2,13,15.3846,21
Disorder of digestive system,Short Bowel Syndrome,Phase 1,ALS IMMUNE RESPONSE,1,13,7.6923,24
Disorder of digestive system,Short Bowel Syndrome,Phase 2,NUMBER OF ADVERSE EVENTS,3,40,7.5000,10
Disorder of digestive system,Short Bowel Syndrome,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,3,40,7.5000,2
Disorder of digestive system,Short Bowel Syndrome,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,3,40,7.5000,0
Disorder of digestive system,Short Bowel Syndrome,Phase 2,CHANGE IN PAIN SCORE,2,40,5.0000,13
Disorder of digestive system,Short Bowel Syndrome,Phase 2,CHANGE IN QUALITY OF LIFE SCORE,2,40,5.0000,6
Disorder of digestive system,Short Bowel Syndrome,Phase 2,MAXIMUM PLASMA CONCENTRATION,2,40,5.0000,17
Disorder of digestive system,Short Bowel Syndrome,Phase 2,OVERALL SURVIVAL,2,40,5.0000,20
Disorder of digestive system,Short Bowel Syndrome,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,12,50,24.0000,0
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE IN BODY WEIGHT,5,50,10.0000,1
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE FROM BASELINE IN BODY WEIGHT Z-SCORE,4,50,8.0000,3
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE FROM BASELINE IN HEAD CIRCUMFERENCE Z-SCORE,4,50,8.0000,4
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE IN BLOOD PRESSURE,4,50,8.0000,5
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE FROM BASELINE IN BODY MASS INDEX Z-SCORE,3,50,6.0000,7
Disorder of digestive system,Short Bowel Syndrome,Phase 3,CHANGE FROM BASELINE IN BODY WEIGHT FOR AGE Z-SCORE,3,50,6.0000,8
Disorder of digestive system,Short Bowel Syndrome,Phase 4,INCIDENCE OF OPIOID-RELATED ADVERSE EVENTS,3,29,10.3448,9
Disorder of digestive system,Short Bowel Syndrome,Phase 4,BASELINE QT INTERVAL,2,29,6.8966,12
Disorder of digestive system,Short Bowel Syndrome,Phase 4,CHANGE IN QUALITY OF LIFE SCORE,2,29,6.8966,6
Disorder of digestive system,Short Bowel Syndrome,Phase 4,DURATION OF DIARRHEA,2,29,6.8966,14
Disorder of digestive system,Short Bowel Syndrome,Phase 4,LENGTH OF HOSPITAL STAY,2,29,6.8966,16
Disorder of digestive system,Short Bowel Syndrome,Phase 4,TOTAL COST OF HOSPITALIZATION,2,29,6.8966,22
Disorder of digestive system,Short Bowel Syndrome,Phase 4,TOTAL OPIOID BURDEN,2,29,6.8966,23
Blood disease,Sickle Cell Disease,Phase 1,AUC FROM 0 TO INFINITY,4,14,28.5714,6
Blood disease,Sickle Cell Disease,Phase 1,MAXIMUM PLASMA CONCENTRATION,4,14,28.5714,1
Blood disease,Sickle Cell Disease,Phase 1,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,4,14,28.5714,2
Blood disease,Sickle Cell Disease,Phase 1,TIME TO MAXIMUM CONCENTRATION,4,14,28.5714,8
Blood disease,Sickle Cell Disease,Phase 1,APPARENT VOLUME OF DISTRIBUTION,2,14,14.2857,11
Blood disease,Sickle Cell Disease,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2,14,14.2857,12
Blood disease,Sickle Cell Disease,Phase 1,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2,14,14.2857,5
Blood disease,Sickle Cell Disease,Phase 2,CHANGE IN HEMOGLOBIN,8,63,12.6984,0
Blood disease,Sickle Cell Disease,Phase 2,MAXIMUM PLASMA CONCENTRATION,6,63,9.5238,1
Blood disease,Sickle Cell Disease,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,6,63,9.5238,2
Blood disease,Sickle Cell Disease,Phase 2,OVERALL SURVIVAL,6,63,9.5238,3
Blood disease,Sickle Cell Disease,Phase 2,CHANGE IN BILIRUBIN,4,63,6.3492,7
Blood disease,Sickle Cell Disease,Phase 2,CHANGE IN 6-MINUTE WALK DISTANCE,3,63,4.7619,9
Blood disease,Sickle Cell Disease,Phase 2,CHANGE IN BODY WEIGHT,3,63,4.7619,10
Blood disease,Sickle Cell Disease,Phase 3,CHANGE IN PAIN SCORE,3,20,15.0000,4
Blood disease,Sickle Cell Disease,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,3,20,15.0000,5
Blood disease,Sickle Cell Disease,Phase 3,CHANGE IN HEMOGLOBIN,2,20,10.0000,0
Blood disease,Sickle Cell Disease,Phase 3,DURATION OF HOSPITALIZATION,2,20,10.0000,13
Blood disease,Sickle Cell Disease,Phase 3,NUMBER OF PAINFUL CRISIS EVENTS,2,20,10.0000,14
Blood disease,Sickle Cell Disease,Phase 3,NUMBER OF VASO-OCCLUSIVE CRISIS EVENTS,2,20,10.0000,15
Blood disease,Sickle Cell Disease,Phase 3,ANNUALIZED DAYS OF HEALTHCARE VISITS,1,20,5.0000,17
Blood disease,Sickle Cell Disease,Phase 4,CHANGE IN PAIN SCORE,2,8,25.0000,4
Blood disease,Sickle Cell Disease,Phase 4,ADMISSION RATE,1,8,12.5000,16
Blood disease,Sickle Cell Disease,Phase 4,AUC0-24 OF HYDROXYUREA,1,8,12.5000,18
Blood disease,Sickle Cell Disease,Phase 4,AVERAGE PERCENT HBA DECREMENT,1,8,12.5000,19
Blood disease,Sickle Cell Disease,Phase 4,CHANGE FROM BASELINE IN LIGHT PHYSICAL ACTIVITY,1,8,12.5000,20
Blood disease,Sickle Cell Disease,Phase 4,CHANGE FROM BASELINE IN TOTAL DAILY PHYSICAL ACTIVITY,1,8,12.5000,21
Blood disease,Sickle Cell Disease,Phase 4,CHANGE FROM BASELINE IN TOTAL NOCTURNAL SLEEP TIME,1,8,12.5000,22
Disorder of immune function,Sjögren's Syndrome,Phase 1,CHANGE IN ESSPRI SCORE,1,1,100.0000,3
Disorder of immune function,Sjögren's Syndrome,Phase 1,CHANGE IN SERUM BIOMARKERS OF INFLAMMATION,1,1,100.0000,17
Disorder of immune function,Sjögren's Syndrome,Phase 1,CHANGE IN SF-36 SCORE,1,1,100.0000,2
Disorder of immune function,Sjögren's Syndrome,Phase 1,TOTAL SCORE OF ESSDAI,1,1,100.0000,22
Disorder of immune function,Sjögren's Syndrome,Phase 2,CHANGE FROM BASELINE IN ESSDAI SCORE,10,35,28.5714,0
Disorder of immune function,Sjögren's Syndrome,Phase 2,CHANGE FROM BASELINE IN ESSPRI SCORE,7,35,20.0000,1
Disorder of immune function,Sjögren's Syndrome,Phase 2,CHANGE IN SF-36 SCORE,6,35,17.1429,2
Disorder of immune function,Sjögren's Syndrome,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,6,35,17.1429,4
Disorder of immune function,Sjögren's Syndrome,Phase 2,CHANGE IN ESSPRI SCORE,5,35,14.2857,3
Disorder of immune function,Sjögren's Syndrome,Phase 2,CHANGE IN ESSDAI SCORE,4,35,11.4286,5
Disorder of immune function,Sjögren's Syndrome,Phase 2,TIME TO MAXIMUM CONCENTRATION,4,35,11.4286,7
Disorder of immune function,Sjögren's Syndrome,Phase 3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,4,13,30.7692,6
Disorder of immune function,Sjögren's Syndrome,Phase 3,CHANGE FROM BASELINE IN UNSTIMULATED SALIVARY FLOW RATE,3,13,23.0769,8
Disorder of immune function,Sjögren's Syndrome,Phase 3,OCCURRENCE OF TREATMENT EMERGENT ADVERSE EVENTS,2,13,15.3846,9
Disorder of immune function,Sjögren's Syndrome,Phase 3,ACCRUED DURATION OF REMISSION,1,13,7.6923,10
Disorder of immune function,Sjögren's Syndrome,Phase 3,ANTI-DRUG ANTIBODIES,1,13,7.6923,11
Disorder of immune function,Sjögren's Syndrome,Phase 3,CENTRAL CORNEAL STAINING SCORE,1,13,7.6923,12
Disorder of immune function,Sjögren's Syndrome,Phase 3,"CHANGE FROM BASELINE IN ALT, ALK.PHOSPH., AST, CREATININE KINASE, GGT, AND LACTATE DEHYDROGENASE",1,13,7.6923,13
Disorder of immune function,Sjögren's Syndrome,Phase 4,CHANGE IN BIOMARKER LEVELS,1,5,20.0000,14
Disorder of immune function,Sjögren's Syndrome,Phase 4,CHANGE IN CORNEAL FLUORESCEIN STAINING,1,5,20.0000,15
Disorder of immune function,Sjögren's Syndrome,Phase 4,CHANGE IN DLQI SCORE,1,5,20.0000,16
Disorder of immune function,Sjögren's Syndrome,Phase 4,CORRELATION BETWEEN BIOMARKER EXPRESSION AND NAFL STAINING,1,5,20.0000,18
Disorder of immune function,Sjögren's Syndrome,Phase 4,CORRELATION BETWEEN BIOMARKER EXPRESSION AND TEAR FILM BREAK UP TIME,1,5,20.0000,19
Disorder of immune function,Sjögren's Syndrome,Phase 4,CORRELATION BETWEEN TNF MRNA AND OSDI,1,5,20.0000,20
Disorder of immune function,Sjögren's Syndrome,Phase 4,CORRELATION BETWEEN TNFMRNA AND SCHIRMER TEST,1,5,20.0000,21
Infection,Skin and Soft Tissue Infection,Phase 1,TIME TO MAXIMUM CONCENTRATION,15,24,62.5000,4
Infection,Skin and Soft Tissue Infection,Phase 1,MAXIMUM PLASMA CONCENTRATION,14,24,58.3333,2
Infection,Skin and Soft Tissue Infection,Phase 1,AUC FROM 0 TO INFINITY,12,24,50.0000,5
Infection,Skin and Soft Tissue Infection,Phase 1,RENAL CLEARANCE,7,24,29.1667,13
Infection,Skin and Soft Tissue Infection,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,6,24,25.0000,14
Infection,Skin and Soft Tissue Infection,Phase 1,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,6,24,25.0000,15
Infection,Skin and Soft Tissue Infection,Phase 1,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,5,24,20.8333,0
Infection,Skin and Soft Tissue Infection,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,12,58,20.6897,8
Infection,Skin and Soft Tissue Infection,Phase 2,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,11,58,18.9655,0
Infection,Skin and Soft Tissue Infection,Phase 2,MICROBIOLOGICAL ERADICATION,8,58,13.7931,12
Infection,Skin and Soft Tissue Infection,Phase 2,CLINICAL RESPONSE,6,58,10.3448,11
Infection,Skin and Soft Tissue Infection,Phase 2,ANTIBODY TITER,5,58,8.6207,1
Infection,Skin and Soft Tissue Infection,Phase 2,MAXIMUM PLASMA CONCENTRATION,5,58,8.6207,2
Infection,Skin and Soft Tissue Infection,Phase 2,NUMBER OF SUBJECTS WITH GRADE 3 SOLICITED LOCAL SYMPTOMS,5,58,8.6207,16
Infection,Skin and Soft Tissue Infection,Phase 3,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,31,89,34.8315,0
Infection,Skin and Soft Tissue Infection,Phase 3,ANTIBODY TITER,17,89,19.1011,1
Infection,Skin and Soft Tissue Infection,Phase 3,OPSONOPHAGOCYTIC ACTIVITY,16,89,17.9775,3
Infection,Skin and Soft Tissue Infection,Phase 3,ANTIBODY CONCENTRATIONS,13,89,14.6067,6
Infection,Skin and Soft Tissue Infection,Phase 3,NUMBER OF SUBJECTS WITH ANY AND GRADE 3 SOLICITED LOCAL SYMPTOMS,13,89,14.6067,7
Infection,Skin and Soft Tissue Infection,Phase 3,NUMBER OF PARTICIPANTS WITH UNSOLICITED ADVERSE EVENTS,12,89,13.4831,9
Infection,Skin and Soft Tissue Infection,Phase 3,OPSONOPHAGOCYTIC ACTIVITY TITER,12,89,13.4831,10
Infection,Skin and Soft Tissue Infection,Phase 4,CLINICAL RESPONSE,4,37,10.8108,11
Infection,Skin and Soft Tissue Infection,Phase 4,MICROBIOLOGICAL RESPONSE,3,37,8.1081,17
Infection,Skin and Soft Tissue Infection,Phase 4,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,3,37,8.1081,0
Infection,Skin and Soft Tissue Infection,Phase 4,AUC FROM 0 TO INFINITY,2,37,5.4054,5
Infection,Skin and Soft Tissue Infection,Phase 4,CLINICAL RESPONSE OF CURE,2,37,5.4054,18
Infection,Skin and Soft Tissue Infection,Phase 4,CLINICAL SUCCESS,2,37,5.4054,19
Infection,Skin and Soft Tissue Infection,Phase 4,MAXIMUM PLASMA CONCENTRATION,2,37,5.4054,2
Neoplastic disease,Small Cell Lung Cancer,Phase 1,OBJECTIVE RESPONSE RATE,8,18,44.4444,0
Neoplastic disease,Small Cell Lung Cancer,Phase 1,PROGRESSION-FREE SURVIVAL,5,18,27.7778,2
Neoplastic disease,Small Cell Lung Cancer,Phase 1,OVERALL SURVIVAL,4,18,22.2222,1
Neoplastic disease,Small Cell Lung Cancer,Phase 1,MAXIMUM PLASMA CONCENTRATION,3,18,16.6667,9
Neoplastic disease,Small Cell Lung Cancer,Phase 1,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITIES,3,18,16.6667,10
Neoplastic disease,Small Cell Lung Cancer,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2,18,11.1111,11
Neoplastic disease,Small Cell Lung Cancer,Phase 1,DISEASE CONTROL RATE,2,18,11.1111,4
Neoplastic disease,Small Cell Lung Cancer,Phase 2,OBJECTIVE RESPONSE RATE,144,252,57.1429,0
Neoplastic disease,Small Cell Lung Cancer,Phase 2,OVERALL SURVIVAL,132,252,52.3810,1
Neoplastic disease,Small Cell Lung Cancer,Phase 2,PROGRESSION-FREE SURVIVAL,118,252,46.8254,2
Neoplastic disease,Small Cell Lung Cancer,Phase 2,DURATION OF RESPONSE,27,252,10.7143,3
Neoplastic disease,Small Cell Lung Cancer,Phase 2,DISEASE CONTROL RATE,23,252,9.1270,4
Neoplastic disease,Small Cell Lung Cancer,Phase 2,TIME TO PROGRESSION,19,252,7.5397,5
Neoplastic disease,Small Cell Lung Cancer,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,13,252,5.1587,6
Neoplastic disease,Small Cell Lung Cancer,Phase 3,OVERALL SURVIVAL,44,64,68.7500,1
Neoplastic disease,Small Cell Lung Cancer,Phase 3,PROGRESSION-FREE SURVIVAL,39,64,60.9375,2
Neoplastic disease,Small Cell Lung Cancer,Phase 3,OBJECTIVE RESPONSE RATE,36,64,56.2500,0
Neoplastic disease,Small Cell Lung Cancer,Phase 3,DURATION OF RESPONSE,20,64,31.2500,3
Neoplastic disease,Small Cell Lung Cancer,Phase 3,CHANGE IN EORTC QLQ-C30 SCORE,5,64,7.8125,7
Neoplastic disease,Small Cell Lung Cancer,Phase 3,DISEASE CONTROL RATE,5,64,7.8125,4
Neoplastic disease,Small Cell Lung Cancer,Phase 3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,5,64,7.8125,8
Neoplastic disease,Small Cell Lung Cancer,Phase 4,VAS PAIN SCORE,2,6,33.3333,12
Neoplastic disease,Small Cell Lung Cancer,Phase 4,AMOUNT OF OPIOID CONSUMPTION,1,6,16.6667,13
Neoplastic disease,Small Cell Lung Cancer,Phase 4,CHANGE FROM BASELINE IN HEALTH-RELATED QUALITY OF LIFE USING FACT-L,1,6,16.6667,14
Neoplastic disease,Small Cell Lung Cancer,Phase 4,CHANGE IN ITCHING SCORE,1,6,16.6667,15
Neoplastic disease,Small Cell Lung Cancer,Phase 4,CHANGE IN PAIN SCORE,1,6,16.6667,16
Neoplastic disease,Small Cell Lung Cancer,Phase 4,CHANGE IN SKIN SENSITIVITY SCORE,1,6,16.6667,17
Neoplastic disease,Small Cell Lung Cancer,Phase 4,CHANGE IN SKIN SENSITIVITY SCORE - BURNING,1,6,16.6667,18
Mental illness,Smoking Cessation,Phase 1,MAXIMUM PLASMA CONCENTRATION,7,23,30.4348,3
Mental illness,Smoking Cessation,Phase 1,TIME TO MAXIMUM CONCENTRATION,5,23,21.7391,6
Mental illness,Smoking Cessation,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,4,23,17.3913,7
Mental illness,Smoking Cessation,Phase 1,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,3,23,13.0435,16
Mental illness,Smoking Cessation,Phase 1,AUC FROM 0 TO INFINITY,2,23,8.6957,18
Mental illness,Smoking Cessation,Phase 1,CHANGE IN LIKING OF E-CIGARETTE,2,23,8.6957,20
Mental illness,Smoking Cessation,Phase 1,IRRITATION SCORE,2,23,8.6957,22
Mental illness,Smoking Cessation,Phase 2,CHANGE IN BODY WEIGHT,5,107,4.6729,2
Mental illness,Smoking Cessation,Phase 2,CIGARETTES SMOKED PER DAY,5,107,4.6729,4
