outcome_rank,outcome_category,outcome_normalized,start_year,trial_count
476,Biomarkers/Lab Values,CHANGE IN FASTING SERUM GLUCOSE,2019,6
477,Imaging Outcomes,CHANGE IN LEFT VENTRICULAR EJECTION FRACTION,2019,1
479,Treatment Adherence,DURATION OF TREATMENT,2019,4
480,Adverse Events/Safety,NUMBER OF DOSE LIMITING TOXICITIES,2019,4
483,Mental Health Outcomes,ANXIETY SCORE,2019,2
484,Pharmacokinetics,AVERAGE PLASMA CONCENTRATION,2019,3
485,Disease Activity Scores,CHANGE IN TENDER JOINT COUNT,2019,1
486,Quality of Life/PRO,CHANGE IN WOMAC SCORE,2019,4
488,Adverse Events/Safety,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,2019,3
490,Functional Status,PHYSICAL FUNCTION,2019,2
491,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEIGHT,2019,2
493,Quality of Life/PRO,CHANGE IN PITTSBURGH SLEEP QUALITY INDEX SCORE,2019,2
494,Functional Status,CHANGE IN WHO FUNCTIONAL CLASS,2019,2
495,Functional Status,HARRIS HIP SCORE,2019,1
496,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH COMPLICATIONS,2019,1
497,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITY,2019,2
498,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SOLICITED LOCAL ADVERSE EVENTS,2019,3
499,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH AT LEAST ONE ADVERSE EVENT,2019,2
500,Pharmacokinetics,PLASMA TROUGH CONCENTRATION,2019,5
1,Response Rates,OBJECTIVE RESPONSE RATE,2020,265
2,Survival/Time-to-Event,OVERALL SURVIVAL,2020,242
3,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL,2020,244
4,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2020,197
5,Pharmacokinetics,MAXIMUM PLASMA CONCENTRATION,2020,218
6,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2020,237
7,Pharmacokinetics,TIME TO MAXIMUM CONCENTRATION,2020,146
8,Response Rates,DURATION OF RESPONSE,2020,147
9,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2020,113
10,Pharmacokinetics,AUC FROM 0 TO INFINITY,2020,77
11,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN A1C,2020,60
12,Vital Signs/Physical Measures,CHANGE IN BODY WEIGHT,2020,60
13,Pharmacokinetics,AREA UNDER THE CONCENTRATION-TIME CURVE,2020,74
14,Disease Control,DISEASE CONTROL RATE,2020,71
15,Pharmacokinetics,PLASMA DRUG CONCENTRATION,2020,83
16,Quality of Life/PRO,CHANGE IN QUALITY OF LIFE SCORE,2020,59
17,Symptoms/Pain,CHANGE IN VAS PAIN SCORE,2020,38
18,Quality of Life/PRO,PATIENT SATISFACTION,2020,46
19,Dose-Finding,MAXIMUM TOLERATED DOSE,2020,24
20,Symptoms/Pain,CHANGE IN PAIN SCORE,2020,50
21,Survival/Time-to-Event,TIME TO PROGRESSION,2020,22
22,Mortality,ALL-CAUSE MORTALITY,2020,104
23,Response Rates,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2020,31
24,Vital Signs/Physical Measures,CHANGE IN BLOOD PRESSURE,2020,34
25,Pharmacokinetics,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2020,48
26,Biomarkers/Lab Values,CHANGE IN FASTING PLASMA GLUCOSE,2020,14
27,Adverse Events/Safety,NUMBER OF ADVERSE EVENTS,2020,47
28,Quality of Life/PRO,CHANGE IN SF-36 SCORE,2020,21
29,Response Rates,COMPLETE RESPONSE RATE,2020,29
30,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2020,53
31,Vital Signs/Physical Measures,CHANGE IN HEART RATE,2020,27
32,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN,2020,32
33,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2020,38
34,Immunogenicity,SEROCONVERSION RATE,2020,29
35,Pharmacokinetics,VOLUME OF DISTRIBUTION,2020,40
36,Response Rates,CLINICAL BENEFIT RATE,2020,27
37,Quality of Life/PRO,CHANGE IN EQ-5D SCORE,2020,26
38,Hospitalization/Healthcare Use,LENGTH OF HOSPITAL STAY,2020,56
39,Vital Signs/Physical Measures,CHANGE IN BODY MASS INDEX,2020,25
40,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF CHANGE,2020,27
41,Symptoms/Pain,CHANGE IN NRS PAIN SCORE,2020,30
42,Response Rates,SUSTAINED VIROLOGIC RESPONSE,2020,6
43,Adverse Events/Safety,DOSE-LIMITING TOXICITIES,2020,18
44,Biomarkers/Lab Values,CHANGE IN LDL CHOLESTEROL,2020,18
45,Survival/Time-to-Event,EVENT-FREE SURVIVAL,2020,14
46,Immunogenicity,SEROPROTECTION RATE,2020,9
47,Functional Status,CHANGE IN 6-MINUTE WALK DISTANCE,2020,13
48,Response Rates,TIME TO RESPONSE,2020,31
49,Survival/Time-to-Event,DISEASE-FREE SURVIVAL,2020,8
50,Pharmacokinetics,APPARENT VOLUME OF DISTRIBUTION,2020,31
51,Mental Health Outcomes,CHANGE IN MADRS SCORE,2020,19
52,Biomarkers/Lab Values,CHANGE IN CRP,2020,33
53,Immunogenicity,ANTI-DRUG ANTIBODIES,2020,26
54,Biomarkers/Lab Values,CHANGE IN TRIGLYCERIDES,2020,15
55,Mental Health Outcomes,CHANGE IN PHQ-9 SCORE,2020,51
56,Biomarkers/Lab Values,CHANGE IN TOTAL CHOLESTEROL,2020,15
57,Response Rates,ACR20 RESPONSE,2020,4
58,Biomarkers/Lab Values,CHANGE IN HDL CHOLESTEROL,2020,11
59,Pharmacokinetics,HALF-LIFE,2020,17
60,Disease Activity Scores,CHANGE IN DAS28 SCORE,2020,4
61,Vital Signs/Physical Measures,CHANGE IN SYSTOLIC BLOOD PRESSURE,2020,16
62,Pharmacokinetics,CLEARANCE,2020,21
63,Functional Status,CHANGE IN HAQ-DI SCORE,2020,5
64,Biomarkers/Lab Values,CHANGE IN VIRAL LOAD,2020,35
65,Treatment Adherence,TREATMENT ADHERENCE RATE,2020,24
66,Biomarkers/Lab Values,CHANGE IN ALT,2020,27
67,Survival/Time-to-Event,MEDIAN OVERALL SURVIVAL,2020,7
68,Vital Signs/Physical Measures,CHANGE IN WAIST CIRCUMFERENCE,2020,10
69,Adverse Events/Safety,INCIDENCE OF ADVERSE EVENTS,2020,21
70,Biomarkers/Lab Values,CHANGE IN CD4 COUNT,2020,8
71,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2020,15
72,Pharmacokinetics,TROUGH CONCENTRATION,2020,25
73,Pharmacokinetics,TERMINAL HALF-LIFE,2020,20
74,Quality of Life/PRO,QUALITY OF LIFE SCORE,2020,13
75,Biomarkers/Lab Values,CHANGE IN EGFR,2020,10
76,Mental Health Outcomes,CHANGE IN HAM-D SCORE,2020,14
77,Survival/Time-to-Event,TIME TO TREATMENT FAILURE,2020,3
78,Symptoms/Pain,PAIN RESPONSE RATE,2020,14
79,Response Rates,IGA RESPONSE,2020,18
80,Response Rates,ACR50 RESPONSE,2020,3
81,Immunogenicity,ANTIBODY TITER,2020,12
82,Vital Signs/Physical Measures,CHANGE IN DIASTOLIC BLOOD PRESSURE,2020,9
83,Response Rates,PASI 75 RESPONSE,2020,7
84,Pharmacokinetics,ACCUMULATION RATIO,2020,14
85,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-RELATED ADVERSE EVENTS,2020,19
86,Pharmacokinetics,TERMINAL ELIMINATION HALF-LIFE,2020,20
87,Biomarkers/Lab Values,CHANGE IN CREATININE,2020,21
88,Quality of Life/PRO,CHANGE IN DLQI SCORE,2020,20
89,Response Rates,ACR70 RESPONSE,2020,2
90,Mental Health Outcomes,CHANGE IN GAD-7 SCORE,2020,45
91,Survival/Time-to-Event,MEDIAN PROGRESSION-FREE SURVIVAL,2020,6
92,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2020,12
93,Symptoms/Pain,CHANGE IN BPI SCORE,2020,11
94,Immunogenicity,NUMBER OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2020,15
95,Remission/Cure,COMPLETE REMISSION,2020,9
96,Imaging Outcomes,CHANGE IN BONE MINERAL DENSITY,2020,3
97,Quality of Life/PRO,CHANGE IN EORTC QLQ-C30 SCORE,2020,15
98,Biomarkers/Lab Values,PERCENTAGE OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2020,8
99,Biomarkers/Lab Values,CHANGE IN AST,2020,23
100,Mental Health Outcomes,CHANGE IN PANSS SCORE,2020,4
101,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITIES,2020,15
102,Adverse Events/Safety,GRADE 3 OR HIGHER ADVERSE EVENTS,2020,7
103,Vital Signs/Physical Measures,SYSTOLIC BLOOD PRESSURE,2020,9
104,Treatment Adherence,PERCENTAGE OF PARTICIPANTS COMPLETING TREATMENT,2020,29
105,Mental Health Outcomes,CHANGE IN MMSE SCORE,2020,12
106,Pharmacokinetics,MEAN RESIDENCE TIME,2020,8
107,Biomarkers/Lab Values,CHANGE IN PLATELET COUNT,2020,21
108,Response Rates,COMPLETE RESPONSE,2020,2
109,Dose-Finding,RECOMMENDED PHASE 2 DOSE,2020,14
110,Immunogenicity,IMMUNE RESPONSE RATE,2020,5
111,Pharmacokinetics,RENAL CLEARANCE,2020,17
112,Biomarkers/Lab Values,PERCENT CHANGE IN LDL CHOLESTEROL,2020,3
113,Treatment Adherence,COMPLIANCE RATE,2020,10
114,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITIES,2020,14
115,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN FEV1,2020,10
116,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH UNSOLICITED ADVERSE EVENTS,2020,21
117,Remission/Cure,CLINICAL REMISSION,2020,9
118,Response Rates,RESPONDER RATE,2020,6
119,Quality of Life/PRO,FATIGUE,2020,12
120,Functional Status,6-MINUTE WALK DISTANCE,2020,8
121,Pharmacokinetics,MAXIMUM SERUM CONCENTRATION,2020,15
122,Response Rates,PATHOLOGICAL COMPLETE RESPONSE,2020,6
123,Vital Signs/Physical Measures,DIASTOLIC BLOOD PRESSURE,2020,7
124,Adverse Events/Safety,INJECTION SITE REACTIONS,2020,11
125,Pharmacokinetics,MAXIMUM OBSERVED SERUM CONCENTRATION,2020,12
126,Symptoms/Pain,PAIN SCORE,2020,12
127,Hospitalization/Healthcare Use,HOSPITAL LENGTH OF STAY,2020,21
128,Biomarkers/Lab Values,CHANGE IN WHITE BLOOD CELL COUNT,2020,15
129,Response Rates,PASI 90 RESPONSE,2020,7
130,Symptoms/Pain,CHANGE IN WOMAC PAIN SCORE,2020,12
131,Mortality,30-DAY MORTALITY,2020,25
132,Imaging Outcomes,CHANGE IN EJECTION FRACTION,2020,6
133,Biomarkers/Lab Values,CHANGE IN ALBUMIN,2020,9
134,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2020,19
135,Vital Signs/Physical Measures,CHANGE IN TEMPERATURE,2020,13
136,Adverse Events/Safety,TOTAL ADVERSE EVENTS SUMMARY,2020,8
137,Pharmacokinetics,TIME TO MAXIMUM PLASMA CONCENTRATION,2020,9
138,Mental Health Outcomes,SUICIDAL IDEATION ASSESSMENT,2020,13
139,Mental Health Outcomes,CHANGE IN HAM-A SCORE,2020,4
140,Disease Activity Scores,CHANGE IN CDAI SCORE,2020,2
141,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BLOOD PRESSURE,2020,7
142,Mental Health Outcomes,CHANGE IN MOCA SCORE,2020,17
143,Mental Health Outcomes,CHANGE IN ADAS-COG SCORE,2020,5
144,Adverse Events/Safety,INCIDENCE OF TREATMENT-EMERGENT ADVERSE EVENTS,2020,13
145,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ABNORMAL ECG FINDINGS,2020,4
146,Immunogenicity,GEOMETRIC MEAN TITERS,2020,8
147,Quality of Life/PRO,CHANGE IN SGRQ SCORE,2020,8
148,Pharmacokinetics,APPARENT CLEARANCE,2020,7
149,Survival/Time-to-Event,1-YEAR SURVIVAL RATE,2020,3
150,Response Rates,BEST OVERALL RESPONSE RATE,2020,4
151,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOCRIT,2020,7
152,Biomarkers/Lab Values,CHANGE IN BILIRUBIN,2020,11
153,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND NON-SERIOUS ADVERSE EVENTS,2020,4
154,Hospitalization/Healthcare Use,HOSPITALIZATION RATE,2020,18
155,Adverse Events/Safety,NUMBER OF PATIENTS WITH ADVERSE EVENTS,2020,6
156,Mental Health Outcomes,CHANGE IN YMRS SCORE,2020,2
157,Pharmacokinetics,APPARENT TERMINAL HALF-LIFE,2020,10
158,Biomarkers/Lab Values,PERCENT CHANGE IN TOTAL CHOLESTEROL,2020,2
159,Pharmacokinetics,TROUGH PLASMA CONCENTRATION,2020,5
160,Adverse Events/Safety,NUMBER OF SERIOUS ADVERSE EVENTS,2020,11
161,Adverse Events/Safety,DOSE-LIMITING TOXICITY,2020,4
162,Immunogenicity,GEOMETRIC MEAN TITER,2020,2
163,Microbiological/Virological,VIRAL SUPPRESSION RATE,2020,11
165,Treatment Adherence,RETENTION RATE,2020,13
166,Biomarkers/Lab Values,CHANGE IN FERRITIN,2020,14
168,Survival/Time-to-Event,TIME TO NEXT TREATMENT,2020,9
169,Mortality,CARDIOVASCULAR MORTALITY,2020,2
170,Response Rates,EASI 75 RESPONSE,2020,13
171,Pharmacokinetics,ELIMINATION HALF-LIFE,2020,8
172,Response Rates,PARTIAL RESPONSE RATE,2020,2
173,Vital Signs/Physical Measures,CHANGE IN PULSE RATE,2020,8
174,Mental Health Outcomes,DEPRESSION RESPONSE RATE,2020,5
175,Biomarkers/Lab Values,CHANGE IN ESR,2020,1
176,Symptoms/Pain,CHANGE IN PRURITUS SCORE,2020,6
177,Survival/Time-to-Event,MEDIAN PROGRESSION FREE SURVIVAL,2020,2
178,Pharmacokinetics,TOTAL BODY CLEARANCE,2020,5
179,Pharmacokinetics,APPARENT ORAL CLEARANCE,2020,6
180,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN TROUGH FEV1,2020,2
181,Vital Signs/Physical Measures,CHANGE IN FEV1,2020,5
182,Response Rates,CLINICAL RESPONSE RATE,2020,1
183,Biomarkers/Lab Values,PERCENT CHANGE IN TRIGLYCERIDES,2020,3
184,Pharmacokinetics,VOLUME OF DISTRIBUTION AT STEADY STATE,2020,1
185,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN PULSE RATE,2020,7
186,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT LABORATORY ABNORMALITIES,2020,6
187,Biomarkers/Lab Values,CHANGE IN NT-PROBNP,2020,4
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2020,2
189,Adverse Events/Safety,NUMBER OF TREATMENT-EMERGENT ADVERSE EVENTS,2020,7
190,Biomarkers/Lab Values,PERCENT CHANGE IN APOLIPOPROTEIN B,2020,1
191,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY TEST ABNORMALITIES,2020,8
193,Symptoms/Pain,OPIOID CONSUMPTION,2020,8
194,Hospitalization/Healthcare Use,TIME TO HOSPITAL DISCHARGE,2020,29
195,Vital Signs/Physical Measures,HEART RATE,2020,5
196,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN RESPIRATORY RATE,2020,13
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2020,3
198,Response Rates,PERCENTAGE OF PARTICIPANTS WITH VIROLOGIC FAILURE,2020,2
199,Quality of Life/PRO,CHANGE IN EQ-5D-5L SCORE,2020,9
200,Survival/Time-to-Event,OVERALL SURVIVAL RATE,2020,4
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2020,4
202,Quality of Life/PRO,TREATMENT SATISFACTION,2020,6
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2020,3
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2020,8
205,Imaging Outcomes,CHANGE IN TUMOR SIZE,2020,3
206,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND/OR NON-SERIOUS ADVERSE EVENTS,2020,12
207,Symptoms/Pain,VAS PAIN SCORE,2020,8
208,Quality of Life/PRO,CHANGE IN EQ-5D VAS SCORE,2020,1
209,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS LEADING TO DISCONTINUATION,2020,9
210,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DRUG-RELATED ADVERSE EVENTS,2020,6
211,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ECG ABNORMALITIES,2020,7
212,Biomarkers/Lab Values,CHANGE IN C-REACTIVE PROTEIN,2020,12
213,Mental Health Outcomes,CHANGE IN HADS SCORE,2020,4
214,Mental Health Outcomes,CHANGE FROM BASELINE IN CGI-S SCORE,2020,7
215,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC BLOOD PRESSURE,2020,3
216,Quality of Life/PRO,CHANGE IN FATIGUE SCORE,2020,4
217,Response Rates,CLINICAL RESPONSE,2020,2
218,Survival/Time-to-Event,TIME TO PSA PROGRESSION,2020,3
219,Pharmacokinetics,ELIMINATION RATE CONSTANT,2020,7
220,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,2020,16
221,Pharmacokinetics,PEAK PLASMA CONCENTRATION,2020,3
222,Symptoms/Pain,NAUSEA,2020,4
223,Biomarkers/Lab Values,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,2020,12
224,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOLOGY PARAMETERS,2020,7
225,Biomarkers/Lab Values,CHANGE IN HEMATOCRIT,2020,5
226,Mortality,TREATMENT-RELATED MORTALITY,2020,3
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2020,3
228,Pharmacokinetics,AUCTAU,2020,2
229,Functional Status,CHANGE IN EDSS SCORE,2020,2
230,Biomarkers/Lab Values,CHANGE IN HSCRP,2020,2
232,Response Rates,PASI 50 RESPONSE,2020,2
233,Adverse Events/Safety,PROCEDURAL SUCCESS,2020,1
234,Quality of Life/PRO,CHANGE IN KCCQ SCORE,2020,4
236,Survival/Time-to-Event,TIME TO RELAPSE,2020,1
237,Pharmacokinetics,MINIMUM PLASMA CONCENTRATION,2020,10
238,Symptoms/Pain,PRURITUS SCORE,2020,9
239,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGES IN VITAL SIGNS,2020,6
240,Immunogenicity,SERORESPONSE RATE,2020,4
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2020,3
242,Adverse Events/Safety,FREQUENCY OF ADVERSE EVENTS,2020,4
243,Vital Signs/Physical Measures,PERCENT CHANGE IN BODY WEIGHT,2020,3
244,Remission/Cure,DEPRESSION REMISSION RATE,2020,1
245,Disease Control,STABLE DISEASE RATE,2020,2
246,Vital Signs/Physical Measures,BODY MASS INDEX,2020,2
247,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN DIASTOLIC BLOOD PRESSURE,2020,2
248,Disease Activity Scores,CHANGE IN SDAI SCORE,2020,1
249,Symptoms/Pain,DYSPNEA SCORE,2020,7
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2020,1
252,Pharmacokinetics,APPARENT CLEARANCE (CL/F),2020,3
253,Biomarkers/Lab Values,CHANGE IN FASTING INSULIN,2020,2
254,Mental Health Outcomes,CHANGE IN PHQ-8 SCORE,2020,11
255,Adverse Events/Safety,ADVERSE EVENTS LEADING TO DISCONTINUATION,2020,1
256,Mortality,ALL COLLECTED DEATHS,2020,6
257,Pharmacokinetics,AUC∞,2020,5
258,Biomarkers/Lab Values,CHANGE IN FASTING GLUCOSE,2020,5
259,Vital Signs/Physical Measures,FORCED EXPIRATORY VOLUME IN 1 SECOND (FEV1),2020,2
260,Quality of Life/PRO,PARTICIPANT SATISFACTION,2020,7
261,Response Rates,PASI 100 RESPONSE,2020,5
262,Biomarkers/Lab Values,CHANGE IN INR,2020,11
263,Vital Signs/Physical Measures,INTRAOCULAR PRESSURE,2020,4
264,Biomarkers/Lab Values,CHANGE IN HOMA-IR,2020,2
265,Adverse Events/Safety,INCIDENCE OF SERIOUS ADVERSE EVENTS,2020,2
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2020,5
268,Quality of Life/PRO,TOTAL SLEEP TIME,2020,3
269,Response Rates,TUMOR RESPONSE,2020,1
270,Hospitalization/Healthcare Use,LENGTH OF STAY,2020,7
272,Mental Health Outcomes,CHANGE IN CES-D SCORE,2020,6
273,Hospitalization/Healthcare Use,DURATION OF HOSPITALIZATION,2020,25
274,Survival/Time-to-Event,DURATION OF OBJECTIVE RESPONSE,2020,2
275,Hospitalization/Healthcare Use,ICU ADMISSION RATE,2020,29
276,Hospitalization/Healthcare Use,ICU LENGTH OF STAY,2020,8
277,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGE IN VITAL SIGNS,2020,5
278,Immunogenicity,NUMBER OF PARTICIPANTS WITH POSITIVE ANTI-DRUG ANTIBODIES,2020,5
280,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF IMPROVEMENT,2020,1
281,Vital Signs/Physical Measures,FORCED VITAL CAPACITY,2020,1
282,Biomarkers/Lab Values,LABORATORY VALUES SUMMARY,2020,5
283,Mortality,NON-RELAPSE MORTALITY,2020,3
284,Functional Status,VISUAL ACUITY,2020,1
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2020,1
286,Mental Health Outcomes,PERCEIVED STRESS SCORE,2020,5
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2020,5
289,Mental Health Outcomes,CHANGE IN ANXIETY SCORE,2020,6
291,Response Rates,COMPLETE REMISSION RATE,2020,2
292,Remission/Cure,ENDOSCOPIC REMISSION,2020,2
293,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL RATE,2020,1
294,Hospitalization/Healthcare Use,READMISSION RATE,2020,10
295,Disease Control,ANNUAL EXACERBATION RATE,2020,4
296,Disease Control,CLINICAL SUCCESS,2020,1
297,Remission/Cure,CURE RATE,2020,3
298,Pharmacokinetics,AUC0-LAST,2020,7
300,Hospitalization/Healthcare Use,EMERGENCY ROOM VISITS,2020,7
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2020,3
304,Biomarkers/Lab Values,CHANGE IN TOTAL BILIRUBIN,2020,5
306,Mortality,MORTALITY,2020,5
307,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT SERIOUS ADVERSE EVENTS,2020,13
308,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL-C,2020,1
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2020,4
310,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN ECG PARAMETERS,2020,7
311,Treatment Adherence,MEDICATION ADHERENCE,2020,5
312,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS,2020,4
313,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH GRADE 3 OR HIGHER ADVERSE EVENTS,2020,2
314,Disease Control,TECHNICAL SUCCESS,2020,3
315,Disease Activity Scores,CHANGE IN BASDAI SCORE,2020,4
316,Functional Status,CHANGE IN ECOG PERFORMANCE STATUS,2020,1
317,Remission/Cure,CLINICAL CURE RATE,2020,3
319,Treatment Adherence,NUMBER OF PARTICIPANTS COMPLETING TREATMENT,2020,7
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2020,2
321,Symptoms/Pain,CHANGE IN DYSPNEA SCORE,2020,1
323,Quality of Life/PRO,CHANGE IN SF-12 SCORE,2020,1
324,Mental Health Outcomes,CLINICIAN GLOBAL IMPRESSION,2020,2
325,Functional Status,CHANGE IN PHYSICAL ACTIVITY,2020,4
326,Quality of Life/PRO,CLIENT SATISFACTION,2020,4
327,Other Clinical Endpoints,DEVICE SUCCESS,2020,2
329,Biomarkers/Lab Values,PERCENT CHANGE IN LDL-C,2020,1
330,Vital Signs/Physical Measures,RESPIRATORY RATE,2020,8
331,Mortality,90-DAY MORTALITY,2020,7
333,Symptoms/Pain,AVERAGE PAIN SCORE,2020,6
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2020,1
335,Response Rates,PSA RESPONSE RATE,2020,3
336,Pharmacokinetics,STEADY-STATE CONCENTRATION,2020,4
337,Pharmacokinetics,SYSTEMIC CLEARANCE,2020,2
339,Pharmacokinetics,APPARENT TERMINAL ELIMINATION HALF-LIFE,2020,10
340,Biomarkers/Lab Values,CHANGE FROM BASELINE IN ERYTHROCYTES,2020,10
341,Mortality,NUMBER OF DEATHS,2020,3
342,Quality of Life/PRO,CHANGE IN EQ-5D-5L VAS SCORE,2020,5
343,Quality of Life/PRO,CHANGE IN FACIT-FATIGUE SCORE,2020,3
345,Adverse Events/Safety,NUMBER OF PARTICIPANTS WHO DISCONTINUED STUDY TREATMENT DUE TO AN AE,2020,5
346,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH ABNORMAL VITAL SIGNS,2020,2
347,Adverse Events/Safety,NUMBER OF TREATMENT EMERGENT ADVERSE EVENTS,2020,5
348,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2020,4
349,Quality of Life/PRO,PITTSBURGH SLEEP QUALITY INDEX SCORE,2020,2
350,Response Rates,PROSTATE-SPECIFIC ANTIGEN RESPONSE,2020,1
351,Adverse Events/Safety,ESTIMATED BLOOD LOSS,2020,3
352,Response Rates,PERCENTAGE OF PATIENTS ACHIEVING TARGET,2020,1
353,Mental Health Outcomes,CLINICAL GLOBAL IMPRESSION - IMPROVEMENT,2020,3
354,Adverse Events/Safety,NUMBER OF PARTICIPANTS REPORTING ONE OR MORE TREATMENT-EMERGENT ADVERSE EVENTS,2020,4
356,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT ECG ABNORMALITIES,2020,3
357,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF SEVERITY,2020,3
358,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL CHOLESTEROL,2020,1
359,Pharmacokinetics,AUCINF,2020,9
360,Mental Health Outcomes,BECK DEPRESSION INVENTORY SCORE,2020,1
361,Functional Status,CHANGE FROM BASELINE IN BEST CORRECTED VISUAL ACUITY,2020,4
362,Functional Status,CHANGE IN BEST CORRECTED VISUAL ACUITY,2020,3
364,Disease Activity Scores,PERCENT CHANGE IN EASI SCORE,2020,3
365,Immunogenicity,PERCENTAGE OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2020,2
366,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEART RATE,2020,3
367,Vital Signs/Physical Measures,CHANGE IN BODY TEMPERATURE,2020,5
